"","","","MSHTML","EdgeHTML","Gecko","WebKit","KHTML","Presto"
"CSS2","!important","Weightincreasing","7.0","12","1.0","85","Yes","1.0"
"CSS2","/*Comment*/","Comments","3.0","12","1.0","85","Yes","1.0"
"CSS2","@import","Importstylesheet","8.0","12","1.0","Yes","Yes","1.0"
"CSS2","@charset","Characterset","5.5","12","1.0","Yes","4.2.3","1.0"
"CSS2","@media","Media-specificrules","5.5","12","1.0","Yes","Yes","1.0"
"css-namespace-3","@namespace","Namespacedeclaration","9.0","12","1.0","Yes","Yes","1.0"
"earlierdraftofcss3-conditional","@document","RestrictionbyURLs","No","No","6.0","No","No","No"
"css-animations-1","@keyframes","Animationkey","10.0","12","16.0","Experimental","No","2.12"
"css-conditional-3","@supports","ConditionalRules","No","12","22.0","28.0","No","2.12"
"css-counter-styles-3","@counter-style","CustomCounterStyles","No","No","33.0","No","No","No"
"css-device-adapt-1","@viewport","Viewport,DeviceAdaptation","10.0","12.0","No","No","No","2.7.62"
"filter-effects-1","@filter","Filter","No","No","35.0","Experimental","No","No"
"Page","Page","Page","Page","Page","Page","Page","Page","Page"
"CSS2","@page","Forpagedmedia","8.0","12","19.0","NightlyBuild","No","1.0"
"css-page-3","@top-left-corner","Marginboxes","No","No","No","No","No","No"
"css-page-3","@top-left","Marginboxes","No","No","No","No","No","No"
"css-page-3","@top-center","Marginboxes","No","No","No","No","No","No"
"css-page-3","@top-right","Marginboxes","No","No","No","No","No","No"
"css-page-3","@top-right-corner","Marginboxes","No","No","No","No","No","No"
"css-page-3","@bottom-left-corner","Marginboxes","No","No","No","No","No","No"
"css-page-3","@bottom-left","Marginboxes","No","No","No","No","No","No"
"css-page-3","@bottom-center","Marginboxes","No","No","No","No","No","No"
"css-page-3","@bottom-right","Marginboxes","No","No","No","No","No","No"
"css-page-3","@bottom-right-corner","Marginboxes","No","No","No","No","No","No"
"css-page-3","@left-top","Marginboxes","No","No","No","No","No","No"
"css-page-3","@left-middle","Marginboxes","No","No","No","No","No","No"
"css-page-3","@left-bottom","Marginboxes","No","No","No","No","No","No"
"css-page-3","@right-top","Marginboxes","No","No","No","No","No","No"
"css-page-3","@right-middle","Marginboxes","No","No","No","No","No","No"
"css-page-3","@right-bottom","Marginboxes","No","No","No","No","No","No"
"Font","Font","Font","Font","Font","Font","Font","Font","Font"
"css-fonts-3","@font-face","Definefont","9.0","12","1.9.1","525","4.3","2.2"
"css-fonts-3","@font-feature-values","Definefontfeatures","No","No","34.0","No","No","No"
"css-fonts-3","@annotation","No","No","34.0","No","No","No","Fontfeaturevalueblock"
"css-fonts-3","Fontfeaturevalueblock","@styleset","No","No","34.0","No","No","No"
"css-fonts-3","Fontfeaturevalueblock","@swash","No","No","34.0","No","No","No"
"css-fonts-3","Fontfeaturevalueblock","@ornaments","No","No","34.0","No","No","No"
"css-fonts-3","Fontfeaturevalueblock","@stylistic","No","No","34.0","No","No","No"
"css-fonts-3","Fontfeaturevalueblock","@character-variant","No","No","34.0","No","No","No"
"","","","MSHTML","EdgeHTML","Gecko","WebKit","KHTML","Presto"
